COMENTARIOS;ETIQUETAS;COD CLIENTE;FECHA;
amplíen el día de créditos;Negativo;;;
bajar los precios .;Negativo;;;
Llegado el verano, determinados productos no les llegan.;Negativo;;;
los casilleros son mas baratos en mayorista;Negativo;;;
En verano no tiene stock de cerveza negra;Negativo;;;
mas barato en el mayorista;Negativo;;;
la calidad de entrega es mala;Negativo;;;
"El vendedor no tiene frecuencia de visita , no lo mantienen informado .
dice ser (irresponsable )";Negativo;;;
visitarlo mas seguido;Negativo;;;
solicita mas descuentos por venta mayor;Negativo;;;
Necesita con urgencia un equipo de frio;Negativo;;;
pide que sean competitivos los precios;Negativo;;;
esta conforme tambien con equipo de frio, con Fnc;Positivo;;;
no le realizan cambio de mercaderia (ni vencida ni rota);Negativo;;;
"no ha tenido inconveniente con canjes de mercaderIa , 
solicita carteleria para promocionar su negocio ya que viene la temporada y esta en un buen punto de venta";Neutro;;;
mas propaganda;Neutro;;;
a veces falta algún producto;Negativo;;;
no le cambian la mercaderia;Negativo;;;
en fin de año no ponen entrega;Negativo;;;
subas de precios demasiado continuas;Negativo;;;
le sacaron a el corredor de muchos años con ellos;Negativo;;;
horario de atención;Neutro;;;
+ publicidad para el restorán;Neutro;;;
NO TIENE CAMBIOS DE PRODUCTOS;Negativo;;;
no le realizan cambios;Negativo;;;
tiene problemas con los cambios;Negativo;;;
solicita carteleria y equipo de frio nuevo;Negativo;;;
no esta de acuerdo coincidan los horario con la necesidad del negocio.;Negativo;;;
solicita que dejen a un vendedor fijo;Negativo;;;
Tiene problemas con los cambios de mercaderia vencido;Negativo;;;
comunicar las promociones;Neutro;;;
llegas las caja muy sucias;Negativo;;;
"no se lleva bien con el bess xq no le informan promociones 
";Negativo;;;
tiempos de entrega;Neutro;;;
quiere mas eficacia en la provision de heladera;Negativo;;;
Los horarios de horario de atencion de publico se le complican , pretenden horario extendido del vendedor;Negativo;;;
no tiene promocionan , no tienen pasciencia con la entrega y el metodo de pago no le sirve por falta de cambio .;Negativo;;;
faltan promociones y marketing;Negativo;;;
solicita heladera;Negativo;;;
no LE REALIZAN CAMBIOS;Negativo;;;
Contrato vencido, no renovaron contrato aun , en el tiempo de relación con FNC se le brindo promoción,( 2 años del contrato vencido ).;Negativo;;;
El distribiudor no tiene apoyo directo de FNC. MUY MALA ORGANIZACIÓN;Negativo;;;
"La frecuencia de visita y disponibilidad de mi vendedor / Supervisor
y el canje de productos rotos o vencidos";Negativo;;;
no le pagan los envases;Negativo;;;
"no le prestan atencion y dan el valor que merece .
";Negativo;;;
No se coomunicaron para tomar pedido de compra .;Negativo;;;
No tiene vendedor , que no lo mantienen informado, revisar;Negativo;;;
hace dos meses que no pueden solucionar un problema;Negativo;;;
mala atención de los que entregan;Negativo;;;
le gustaría que los precios no cambien tanto;Negativo;;;
solicita cambio de dias de entrega;Negativo;;;
Es frecuente la no provision de algunos productos;Negativo;;;
mas publicidad;Neutro;;;
bajar los precios;Negativo;;;
que no suba tanto;Neutro;;;
reclama un equipo de frio;Negativo;;;
inmoobiliario;Neutro;;;
en Paysandú están teniendo escases de productos;Negativo;;;
no cuenta con heladeras;Negativo;;;
precios altos;Negativo;;;
si no llegan al tope de ventas no le llevan el producto;Negativo;;;
no le cambian los productos rotos o vencidos;Negativo;;;
esta conforme con el vendedor;Positivo;;;
quiere equipos de frio en el verano;Negativo;;;
"esta desconforme con el bees
";Negativo;;;
precios altos;Negativo;;;
CONFORME EN GENERASL-;Positivo;;;
NO ESTA CONFORME CON EL DISTRIBUIDOR,;Negativo;;;
CONFORME EN GENERAL.;Positivo;;;
sin cervezas en fin de año;Negativo;;;
solicita heladera;Negativo;;;
el vendedor va al negocio;Positivo;;;
desconforme con los canjes y los equipos de frio;Negativo;;;
SOLICITA MAS PROPAGANDA,;Negativo;;;
No esta conforme con el canje de productos rotos y vencidos;Negativo;;;
le sacaron a el corredor de muchos años con ellos;Negativo;;;
+ proganda;Neutro;;;
solicita equipo de frio;Negativo;;;
promociones, credito;Negativo;;;
CONFORME EN GENERASL.;Positivo;;;
solicita carteleria mesas sillas , sombrillas por ser exclusiva de fnc;Negativo;;;
TIENE CASILLEROS PARA DEVOLUCION Y NO SE LOS ACEPTAN.;Negativo;;;
no dan publicidad;Negativo;;;
METODO DE PAGO CONFUSO;Negativo;;;
productos vencidos;Negativo;;;
solo en verano;Neutro;;;
CONFORME EN GENERAL.;Positivo;;;
NO ESTA CONFORME CON LAS FECHAS DE LAS PROMOCIONES.;Negativo;;;
CONFORME EN GENERAL.;Positivo;;;
DESCONFORME CON LA DISTRIBUCION, EL TRATO DICE QUE ES MALO.;Negativo;;;
al cliente le gustaria que le ofrezcan promociones competentes .;Negativo;;;
falta de cerveza ziletral y Estela;Negativo;;;
Los precios y promociones que me ofrecen son competitivos con la mayoristas;Positivo;;;
hagan cambios, avisar falta de disponibilidad de productos;Negativo;;;
"El estado en el que llegan los productos
";Negativo;;;
bajar los precios en la frontera;Negativo;;;
Solicita promociones para su negocio;Negativo;;;
la queja que tiene es la suba de precios constante;Negativo;;;
las entregas tienen problema;Negativo;;;
No son constantes en las entregas , la mitad de los productos no llegan y no esta bien atendido;Negativo;;;
falta de productos, un solo método de pago, cajones sucios;Negativo;;;
hay poca informacion de todo tipo ,;Negativo;;;
Ademas de los precios que no son competitivos;Negativo;;;
Problemas con la renovación del contrato de exclusividad, tiene problemas con la vendedora que visita el negocio.;Negativo;;;
reclama un equipo de frio , y le dicen que no hay;Negativo;;;
solicita guaraná con azucar;Negativo;;;
heladera,;Neutro;;;
dice que es la gerencia no estaba en las opciones;Neutro;;;
Reclamo de equipo de frio;Negativo;;;
"Esta desconforme con los precios , a veces termina comprando en el mayorista .
";Negativo;;;
en las fiestas tiende a quedarse sin productos;Negativo;;;
mas publicidad para el comercio;Negativo;;;
falta de atención con los pedidos;Negativo;;;
quiere mas frecuencia de entrega;Negativo;;;
Tiene Problemas con los metodos de pago, dice que las personas que le llevan al pedido son groseros;Negativo;;;
Sin comunicacion absoluta con el centro de atencion al cliente;Negativo;;;
Merchandiser . no le han ofrecido propuestas de patricia;Negativo;;;
"Necesita tener mas comunicacion con los vendedores .
";Negativo;;;
El canje de productos rotos o vencidos es malo;Negativo;;;
+ marketing;Neutro;;;
app no funciona bien;Negativo;;;
precios altos;Negativo;;;
NO LE LLEVAN HELADERAS.;Negativo;;;
NO LE LLEGAN PROPAGANDAS. SOLO FICHAS DE PAPEL LE LLEGAN.;Negativo;;;
cerveza de 3/4 no esta llegando;Negativo;;;
precio alto;Negativo;;;
ya no le mandan los precios, los preventistas no van al negocio;Negativo;;;
no le cambian las vencidas;Negativo;;;
el vendedor no va al negocio, quiere lista de precios;Negativo;;;
no le hacen cambios .;Negativo;;;
espera aun el equipo de frio;Negativo;;;
faltante de mercadería;Negativo;;;
Le gustaria renovar el equipo de frio;Negativo;;;
Solicita un equipo de frio para el negocio;Negativo;;;
Solicita un equipo de frio;Negativo;;;
Cliente poropone que le ofrezcan promociones, dada su competencia es absoluta;Negativo;;;
No tiene equipo de frio;Negativo;;;
no cambian los vencidos;Negativo;;;
precios mas accesibles;Negativo;;;
mas inversion en marketing;Neutro;;;
mejorar el stock en verano;Negativo;;;
entrega fuera de fecha y hora, vendedor pasa mal los pedidos;Negativo;;;
plazo de pago;Neutro;;;
solicito heladera y todavía no se la entregan;Negativo;;;
precios altos;Negativo;;;
"En temporada de verano tiene faltante de mercaderia
";Negativo;;;
la app y ganaron un premio que no le dan;Negativo;;;
solicita mas métodos de pago;Negativo;;;
No le proporcionan cambios por mercaderia vencida;Negativo;;;
"Reclama cambios de mercaderia vencida y en mal estado 
";Negativo;;;
productos con sabor feo;Negativo;;;
solicita cerveza sin alcohol;Negativo;;;
Le gustaria que le cambien los metodos de pago;Negativo;;;
no tenemos marketing en comparación con otras empresas;Negativo;;;
mas merchandising;Neutro;;;
No tiene probabilidad de canje;Negativo;;;
Tiene inconveniente con la app;Negativo;;;
no le han entregado heladera;Negativo;;;
el envasado de las fundas no tienen fechas de vencimiento;Negativo;;;
en las fiestas no hay;Negativo;;;
cliente expresa estar contenta con el trato del equipo de venta .;Positivo;;;
mercadería no le hacen cambio;Negativo;;;
Conforme con los equipos de frio y la experiencia con entrega de pedidos.;Positivo;;;
Clienta desconforme con ofertas y promociones;Negativo;;;
patricia lager es diferente a la patricia común;Neutro;;;
Solicita que le otorguen promociones;Negativo;;;
No está conforme con la app ni con el el dia de la troma de pedidos;Negativo;;;
No esta de acuerdo con el bees;Negativo;;;
falta merch en su negocio;Negativo;;;
no le dan merch, vendedor no lo visita;Negativo;;;
solicita marketing;Negativo;;;
elegir las bonificación por la app;Negativo;;;
CONFORME EN GENERAL.;Positivo;;;
Faltante de cervezas chopito patricia, y barriles de 30lts;Negativo;;;
Necesita mesas y sillas para su negocio;Negativo;;;
Al cliente le interesaria una atencion personalizada de parte del vendeor;Negativo;;;
Propone que le otorguen promociones.;Negativo;;;
Necesita eficacia y rapidez en los equipos de frio;Negativo;;;
mejora en la atención del área de marketing;Negativo;;;
cambio de heladera;Negativo;;;
no tiene disponibilidad cuando frecuenta pedidos, dice ser causa del bess;Negativo;;;
precios altos;Negativo;;;
No cuenta con equipo de distribuicion;Negativo;;;
solicita marketing;Negativo;;;
Falta de mercaderia;Negativo;;;
quiere la lista de precios;Negativo;;;
Tiene suba simultaneas en los productos;Negativo;;;
publicidad mentirosa, no tiene botellas de vidrio disponible;Negativo;;;
Cliente desconforme con la entraga;Negativo;;;
no le dan los recursos para ser buen vendedor;Negativo;;;
Problemas con las rejillas oxidadas necesita renovación de equipo;Negativo;;;
no le dan nada de merch, mala atención de los que entregan;Negativo;;;
Molesta con malatic ya que la dejan en varias oportunidades sin mercadería , le cambian los dias de entrega y no cumplen siendo asi los dias que le proponen distribuir , abastece el 50% con mayoristas por incumplimiento del distribuidor.;Negativo;;;
no le entregaron, no conoce al vendedor;Negativo;;;
solicita mas chances de cambios;Negativo;;;
reclama de parte del bees nuevas promociones y bebidas sin alcohol;Negativo;;;
cliente solicita que se le ofrezca un catalgo de precios , promociones y productos;Negativo;;;
precios > altos que en mayorista;Negativo;;;
solicita heladera con frezzer;Negativo;;;
no tiene forma de canje de productos y rotos y vencidos, cliente, espera repuesta;Negativo;;;
solicita propaganda y no le dan, ni cerveza;Negativo;;;
no tiene una heladera;Negativo;;;
solicita una heladera de buena capacidad;Negativo;;;
NO ESTA CONFORME CON NO TENER CAMBIOS;Negativo;;;
FEDERACION OBRERA DE BEBIDAS SIEMPRE ESTA COLABORANDO CON LAS NECESIDADES DE LOS OBREROS;Positivo;;;
QUE NO TIENEN HELADERA PARA EL NEGOCIO;Negativo;;;
PROBLEMAS A LA HORA DE PAGOS;Negativo;;;
solicita heladera;Negativo;;;
LA ENCUESTA ESTA DIRIGIDA;Neutro;;;
msd promociones para el publico;Negativo;;;
NECESITARIA UN EQUIPO DE FRIO;Negativo;;;
PRESTAR MAS ATENCION A LA HORA DE ENVIAR LOS PEDIDOS NO SIEMPRE ES LO QUE SE PIDE;Negativo;;;
QUE ME VINIERAN A VISITAR UN REPRESENTANTE DE FNC PARA PODER RETOMAR LA EXPERIENCIA ,CONTACTO QUE TENIA ANTERIORMENTE CON LA EMPRESA Y MI NEGOCIO;Negativo;;;
solicita heladera;Negativo;;;
A MEJOR FALTA DE PRODUCTOS EN EL VERANO;Negativo;;;
ME HAN FALLADO CON LOS EQUIPOS FRIOS;Negativo;;;
CUANDO ENTREGUEN LA MERCADERIA COORDINEN LOS HORARIOS POR QUE NO HAY 24HS GENTE PARA RECIBIRLA;Negativo;;;
"LA PARTE DE LOS FRIOS NUNCA LLEGO ,LA CARTELERIA TAMPOCO .
HACE AÑOS QUE TRABAJO Y NO HE OTENIDO NINGUNA DE LAS 2 COSA";Negativo;;;
"QUE TRAIGAN CARTELES ,BANDERAS .
CARTELERIA EN GENERAL";Negativo;;;
QUE CHANCE HAY QUE ENTRE PATRICIA...;Negativo;;;
la dejan sin productos;Negativo;;;
ESTARIA NECESITANDO UNA HELADERA NUEVA YA QUE VOY A ABRIR UN LOCAL MAS GRANDE;Negativo;;;
PORQUE LOS VENDEDORES NO VIENEN A DOMICILIO Y MANDAN MENSAJE;Negativo;;;
FALTA DE CARTELERIA ,DE SILLAS Y MESAS;Negativo;;;
TENGO LOS EQUIPOS DE FRIOS ROTOS;Negativo;;;
QUE HAY MUCHOS FALTANTES;Negativo;;;
"EN EL BAR ME LLEGA MAS CARA LAS CERVEZAS
MUCHAS VECES TENGO QUE COMPRAREN LOS SUPERMERCADOS";Negativo;;;
relacion mas directa con respecto a los vendedores;Negativo;;;
dió una heladera para arreglar y no se la devolvieron más;Negativo;;;
mas cartelería solicita;Negativo;;;
mas publicidad;Neutro;;;
quiere un equipo;Negativo;;;
Los cambios de productos son complicados .;Negativo;;;
márgenes de utilidad;Negativo;;;
solicita una heladera;Negativo;;;
falta de mercaderia;Negativo;;;
hacer cambios;Negativo;;;
solicita heladera;Negativo;;;
"SI PUEDEN MAS VARIEDAD DE LATAS .
SOBRE TODO EN LOS REFRESCOS";Negativo;;;
precio altos;Negativo;;;
QUE TRAIGAN CARTELERIA Y QUE NO SE QUEDEN SIN CERVEZA PARA FIN DE AÑO QUE SIEMPRE HAY PROBLEMAS EN ESA FECHA .;Negativo;;;
NO ME TRAEN CARTELERIA NI PAPELERIA Y SOY UN CLIENTE DESDE 1985;Negativo;;;
solicita cabios;Negativo;;;
solicita que sean mas amables los de entrega;Negativo;;;
no tiene ningun tipo de descuento le gustaria se le sugiriera.;Negativo;;;
solicita un equipo de frio;Negativo;;;
no le dan publicidad;Negativo;;;
QUE FUERA MAS DE UNA VEZ POR SEMANA PORQUE EL STOCK NO ALCANZA;Negativo;;;
escasez DE PRODUCTOS;Negativo;;;
LOS DEL EQUIPO DE DISTRIBUCION NO ES TAN MUY BIEN A LA HORA DE HACER SU TRABAJO ,LLEGAN TIRAN TODO Y QUIEREN SER ATENDIDOS DE IMEDIATO CUANDO UNO TIENE UN NEGOCIO TAMBIEN TIENE QUE ATENDER A LOS CLIENTES;Negativo;;;
QUE VINIERAN MAS DE 1 VEZ X SEMANA Y EL MARGEN ES MUY CHICO QUE SEA MAS GRANDE .COMO ES FRONTERA TENEMOS POCO MARGEN;Negativo;;;
EN LAS PROMOCIONES SON DEMACIADAS CANTIDAD PARA PODER ACCEDER A ELLLA MUCHAS VECES;Negativo;;;
PROBLEMA QUE NO HAY BEBIDAS SIN ALCOHOL;Negativo;;;
FALTA MAS ACCIONES DE FRONTERA 12 +1 .ESTELA YA HACE 2 MESES QUE NO HAY;Negativo;;;
"ME PARECE QUE ESTARIA BUENO LA PARTE DE IDA Y VUELTA DE PARTE DE LOS VENDEDORE Y LA EMPRESA.
ALGUN REGALO O PROMOCION .
LAS HELADERAS MAS PARA PODER VONDER POR LO VISUAL.";Negativo;;;
LO UNICO QUE ESTARIA BUENO ES QUE VEAN EL TEMA DEL STOCK Y EL TEMA DE LOS VENCIMIENTOS DE LOS PRODUCTOS;Negativo;;;
QUE ELABOREN MAS CERVEZA SIN ALCOHOL;Negativo;;;
"LOS SERVICIOS DE CARTELERIA NO HAY ,NO ME HAN TRAIDO 
NI QUE HABLAR CON LAS HELADERAS";Negativo;;;
QUE ELABOREN MAS CERVEZA NEGRA PARA PAYSANDU EN GENERAL;Negativo;;;
que tengan stock;Negativo;;;
MEJOREN LO QUE ESTA FALTANDO;Negativo;;;
NECESITO DE EQUIPO DE FRIO;Negativo;;;
Desconforme con la demora en las bonificacion;Negativo;;;
la atención del vendedor es peor que la telefónica, tenían mas pedidos semanales (2 o3);Negativo;;;
no tiene promociones ni decuentos .;Negativo;;;
"DESCONFORME CON EL METODO DE PAGO QUE ES SOLO AL CONTADO.
TAMBIEN ESTA DESCONFORME CON EL TEMA DE LAS HELADERAS QUE HACE MUCHO VIENE PIDIENDO UNA PARA SU COMERCIO Y NO SE LA BRINDAN";Negativo;;;
QUE TENGAN MAS TOLERANCIA A LA HORA DE LAS ENTREGAS EN LOS DIA;Negativo;;;
"MAYOR VARIEDAD EN PRODUCTOS EN DISPONIBILIDAD.
TE COBRAN LOS ENVASES DE CORONA Y NO TE LOS ACEPTAN";Negativo;;;
HACE COMO 1 AÑO QUE TENIA ROTA LA HELADERA Y TUVE QUE LLEVARLA YO AL DEPOSITO PORQUE NO SE MOLESTARON EN VENIR A LEVANTARMELA;Negativo;;;
"NO ME LLEGAN MESAS Y SILLAS QUE HE PEDIDO .
HACE MAS DE 15 AÑOS QUE SOY CLIENTE .
JAMAS ME A LLEGADO UNA HELADERA NUEVA ,SIEMPRE USADA .
ESTOY MUY DESCONFORME EN ESE SENTIDO.";Negativo;;;
no prestan envases, no tienen créditos;Negativo;;;
que pasen mas seguidos los supervisores;Negativo;;;
no llegan puntuales, no le dan pegotines;Negativo;;;
PROCESOS DE COMUNICACION ENTRE VENDEDOR ,FABRICA NO ES BUENO.YO SOY UN LOCAL CHICO NO NECESITO QUE VENGA TODOS LOS DIAS EL VENDEDOR .PARA MI ESTAN MAL ORGANIZADOS;Negativo;;;
"PRIMERO NO ACTUALIZAN LOS PRECIOS DE LISTA ,LO QUE ES MARKETING CERO ,CARTELERIA CERO.
SERVIS NO ME DAN RESPUESTA TENGO UNA PUERTA ROTA Y NO DAN BOLA A NADA";Negativo;;;
NO TIENEN VARIEDAD PARA LOS COMERCIOS CHICOS NO NOS FAVORECE EN NADA;Negativo;;;
DESCONFORME PORQUE NO ME HAN TRAIDO HELADERA;Negativo;;;
QUE NO TIENGO VENDEDOR Y ME GUSTARIA TENER UNO;Negativo;;;
EN E VERANO SE OLVIDAN DE QUE EXISTIMOS;Negativo;;;
LAURA NO ESTA CONFORME CON QUE LE COBREN LOS ENVASES DE CORONA Y QUE A LA HORA DE ENTREGARSELOS NO SE LOS ACEPTEN;Negativo;;;
QUE SERIA BUENO QUE SE REGULARISE TODO;Negativo;;;
"NO ESTOY CONFORME CON EL TEMA DE HELADERAS QUE NO TENGO Y HACE AÑOS QUE NUNCA ME TRAGIERON Y COCA COLA ME LA TRAJO ENSEGUIDA ..
SI NO SE VE NO SE VENDE .
CON EL TEMA DE CARTALERIA TAMPOCO ME TRAEN";Negativo;;;
QUE ATIENDA EL TELEFONO EL VENDEDOR Y ME TRAIGA LO QUE LE PIDO;Negativo;;;
EN MI COMERCIO CADA VEZ SE VENDE MENOS;Negativo;;;
QUE SEA MEJOR LA ATENCION CLIENTE;Negativo;;;
"NUNCA HAY UN MENCHARNED SIN QUE TE VISITEN.
ENTREGAN LAS CERVEZAS TODO TIERRA.
JAMAS HAY NADIE QUE DIGA QUE VA A TRAER NADA DE MARKETING.";Negativo;;;
entregan mal los productos;Negativo;;;
HACE 2 AÑOS QUE NO ME ENTREGAN LOS 10 CASILLEROS QUE ME ENTREGABAN PARA SER ESCLUSIVO CON FNC ...POR ESO LA NOTA QUE PONGO;Negativo;;;
Insiste en el reclamo de stock faltante , sugiere atencion al cliente fluida;Negativo;;;
solicita un exibidor;Negativo;;;
El estado en el que llegan los productos dice que llegan mugrientos los envases;Negativo;;;
No siempre es la opcion elegida .;Negativo;;;
solucionar despacho de patricia;Negativo;;;
No entiende la aplicacion de bees.sugiere atencion personalizada .;Negativo;;;
entrega inconstante para hacer pedido;Negativo;;;
No esta de acuerdo con el metodo de pago.;Negativo;;;
método de pago;Negativo;;;
app sobrecargada;Negativo;714607;Febrero;
vendedor sin dialogo, no tiene heladera;Negativo;;;
Reclama renovacion de contrato , reclama merchandisher;Negativo;;;
revisión mas preventiva de los preventistas .;Negativo;;;
TENEMOS PROBLEMAS CON LA ENTREGA PERO CON EL VENDEDOR;Negativo;;;
QUE SE PUEDA PAGAR CON CHEQUE O OTRO METODO;Negativo;;;
BONIFICACION POR UTILIZACION DE EQUIPOS PROPIOS -;Negativo;;;
MAS FRECUENCIA EN LAS VISITAS;Negativo;;;
UNA HELADERA MAS NUEVA;Neutro;;;
PODRIAN MEJORAR EL MARJEN DE PEDIDOS;Negativo;;;
"FALTANTES EN EL STOCK.
ME GUSTARIA QUE ME TRAJIERAN OTRA HELADERA.";Negativo;;;
PROBLEMAS CON LAS LISTAS DE PRECIOS ...;Negativo;;;
SOLICITA CARTELERIA;Negativo;;;
PIDE CARTELERIA;Negativo;;;
QUE TRAIGAN CARTELERIA;Negativo;;;
No le gustaria perder la atencion personalizada.;Negativo;;;
no llegan pedidos, no hay promos, diferencia de precios;Negativo;;;
No hay competitividad de precio;Negativo;;;
afiches y papeles difícil de conseguir;Negativo;746716;Febrero;
Los preciios y promociones que le ofrecen no son competitivos;Negativo;;;
pone el local en zona roja;Neutro;;;
No respetan los acuerdos comerciales. por ejemplo las devoluciones.;Negativo;;;
flexibilidad para abonar.;Positivo;;;
podrían mejorar los métodos de pago.;Negativo;;;
tiene un acuerdo comercial, y necesita que se comuniquen con el.;Negativo;;;
pide mas atención para los comercios chicos.;Negativo;;;
no lo visita ningún supervisor.;Negativo;;;
desconforme con el método de pago tambien.;Negativo;;;
"recomienda que el pago tambien sea con debito.
";Negativo;;;
no le llegan los pedidos correctamente por falta stock y no hay comunicación.;Negativo;;;
no respetan promociones.;Negativo;;;
Sugiere que se nogocie solo con comerciantes .;Negativo;;;
es poco frecuente el cambio de mercaderia;Negativo;;;
Oferta y disponibilidad a la hora de hacer un pedido;Negativo;;;
solicita merchandiser y evalua deasociarse con la empre;Negativo;;;
necesita mantenimiento de heladera;Negativo;;;
no tiene margen de precios para vender.;Negativo;;;
necesita heladera, banderas, carteles, luminosos.;Negativo;;;
No le entregan productos hace 3 meses, y el vendedor no se comunica.;Negativo;;;
cuesta el cambio de mercadería.;Negativo;;;
disponibilidad del vendedor es buena, y siempre evacua las dudas.;Positivo;;;
No esta conforme en general.;Negativo;;;
demora en cambios de mercaderia,;Negativo;;;
necesitaría mas heladeras.;Negativo;;;
necesita heladera para vender refrescos grandes.;Negativo;;;
no esta conforme en el marketing.;Negativo;;;
CONFORME EN GENERAL.;Positivo;;;
conforme en general.;Positivo;;;
no tiene heladeras.;Negativo;;;
necesita heladera para cerveza.;Negativo;;;
necesita heladeras.;Negativo;;;
sugiere que le devuelvan el equipo de frio;Negativo;;;
no esta conforme con la atención en general-;Negativo;;;
Tiene dos negocios, y con Armendari es excelente la atención.;Positivo;;;
conforme en general.;Positivo;;;
no le brindan promociones.;Negativo;;;
Le gustaria modificar el metodo de pago;Negativo;;;
Le gustaria acceder a mas variedad de productos;Negativo;;;
en temporada de calor hace falta variedad de bebidas;Negativo;;;
solicita un equipo de frio;Negativo;;;
los precios para los almacenes no son buenos.;Negativo;;;
tiene alguna diferencia con algunos vendedores, no con todos.;Negativo;;;
falta en stock en alguna mercadería.;Negativo;;;
desconforme porque no le entregan el pedido en su local.;Negativo;;;
desconforme con los precios en la zona.;Negativo;;;
Reclama un equipo de frio;Negativo;;;
no le avisan de las promociones.;Negativo;;;
no esta conforme con el servicio en gral.;Negativo;;;
le gustaría acceder a equipos para exhibir.;Negativo;;;
Estas desconforme con la atencion del vendedor;Negativo;;;
"no tiene equipo de frio , lo solicita 
";Negativo;;;
destaca al vendedor, conforme.;Positivo;;;
Mas variedad de productos.;Negativo;;;
desconforme con las heladeras.;Negativo;;;
no tiene productos de publicidad.;Negativo;;;
no tiene heladeras.;Negativo;;;
No le llegan lista de precios, no tienen respuesta de los reclamos, No tienen comunicación con los supervisores.;Negativo;;;
desconforme con el tiempo de devolución.;Negativo;;;
Irresponsables en las entregas.;Negativo;;;
Tienen atrasos de mas de 2 días en los pedidos.;Negativo;;;
"QUE HAYA STOCK DE LA MERCADERIA QUE HAY EN LISTA.
";Negativo;;;
Que mejore la entrega de pedidos.;Negativo;;;
Siempre están muy cortos de heladeras.;Negativo;;;
Faltante de productos siempre;Negativo;;;
desconforme con el stock en temporada.;Negativo;;;
mejorar los contratos, apoyar a la gente del interior;Negativo;;;
Faltante de heladeras.;Negativo;;;
los precios sugeridos a veces son muy caros;Negativo;;;
hay faltante de stock.-;Negativo;;;
no esta conforme con la atención.;Negativo;;;
desconforme xq la dejan sin pedidos.;Negativo;;;
No le están cambiando las bebidas rotas.;Negativo;;;
desconforme ya que no lo visitan.;Negativo;;;
desconforme ya que no se le entrega publicidad.;Negativo;;;
Bajar los precios.;Negativo;427035;Marzo;
desconforme con el stock para los negocios chicos.;Negativo;;;
Solicita hace dos años los equipos de frio y no le brindaron.;Negativo;;;
mas marketing y promociones;Negativo;;;
no le resuelven los reclamos .;Negativo;;;
NO le informan mediante la aplicacion las ofertas en el catalogo;Negativo;;;
Necesita heladeras. no tiene.;Negativo;;;
solicita equipo de frio;Negativo;;;
No tiene la bonificacion correspondiente, no le recepcionan los reclamos .;Negativo;;;
tener mas comunicación;Negativo;;;
no recibió heladeras.;Negativo;;;
Solicita equipo de frio;Negativo;;;
DESCONFORME CON LA LOGISTA. le llegan muchas latas pinchadas. No cuentan con stock suficiente en lata, particularmente tonica y sprite.;Negativo;;;
desconforme con los horarios de entrega y la recepción de quien toma los pedidos.;Negativo;;;
Mas promociones , porque a veces es mas económico en un mayorista la bebida.;Negativo;;;
Faltante en pedidos.;Negativo;;;
desconforme con el vendedor.;Negativo;;;
QUIERO SABER PORQUE EN LOS BARES LE DEJAN LA BEBIDA MAS CAROS;Negativo;;;
los precios elevados de las bebidas, son muy caros, los precios no son competitivos;Negativo;;;
stock de cervezas chicas;Negativo;;;
no le proveen heladeras.;Negativo;;;
no tiene vendedor;Negativo;;;
Falta propaganda.;Negativo;;;
no tiene los precios de frontera.;Negativo;;;
los precios de frontera es el problema que tienen.;Negativo;;;
no le ofrecen propaganda.;Negativo;;;
BIEN MUY CONFORME;Positivo;;;
compra en reboltijo;Neutro;;;
problemas con el tiempo de demora del centro de atencion al ciente;Negativo;;;
Mejorar la atención al cliente y demoras;Negativo;;;
FALTA DE STOCK..;Negativo;;;
QUE HUBIERA UNA DIFERENCIA DE PRECIO PARA LA CANTIDAD QUE COMPRAMOS;Negativo;;;
NO LE RECAMBIAN HELADERA NO ENFRIA BIEN;Negativo;;;
NO CUENTA CON SERVISIO DE HELADERAS;Negativo;;;
CONFORME;Positivo;;;
ESTARIA BUENO Q PUDIERA FACILITAR LA COMUNICACION;Negativo;;;
MEJORAR LA PUBLICIDAD;Negativo;;;
CONFORME;Positivo;;;
MUY CONFORME;Positivo;;;
CONFORME;Positivo;;;
MUY CONFORME;Positivo;;;
el supervisor firmo exclusividad y no vino mas;Negativo;;;
MUY DESCONFORME;Negativo;;;
HACE PEDIDO Y NO LE LLEGA;Negativo;;;
BASTANTE FALTA DE STOCK POR BASTANTE TIEMPO;Negativo;711886;Marzo;
problema de los cambios tardan mucho;Negativo;;;
"PEDI CAMBIO DE EQUIPOS FRIOS Y NO HE TENIDO RESPUESTA.
TAMBIEN PEDI CAMBIO DE SOMBRILLA Y CARTELERIA Y NO HE TENIDO REPUESTAS TAMPOCO.MAS DE 8 AÑOS PIDIENDO ESTO.";Negativo;;;
SUPERVISION TENDRIA QUE ESTAR EN CONTACTO CON LOS COMERCIOS PARA MEJORAR;Negativo;;;
CONFORME;Positivo;;;
QUE CONTESTEN LOS EMAIL,;Negativo;;;
MUY DESCONFORME POR QUE REABRIERON EL LOCAL Y HACE 2 AÑOS QUE ESTA ESPERANDO;Negativo;;;
COMO COMERCIANTE ME SIRVE MAS A UN MAYORISTA QUE A FNC;Negativo;;;
CONFORME;Positivo;;;
TIENE BUENA ATENCION;Positivo;;;
NO LE LLEGAN LOS PEDIDOS;Negativo;;;
MEJORAR EL PRECIO PARA COMERCIOS CHICOS;Negativo;;;
CONFORME;Positivo;;;
ENTREGAR DOS VECES A LA SEMANA;Negativo;;;
CONFORME;Positivo;;;
